Title,Country,Rating
Taśmy Watykanu,United States,4.7
Koruptor,United States,6.1
Skutki miłości,Italy,7.5
Ojczym,United Kingdom/United States,6.7
Pokolenie P,Germany/Canada/United States,6.2
Małpiszon,United States,4.8
Królowa Margot,France/Germany/Italy,7.4
Inteligent w armii,United States,6.2
Mord podczas nudnego przyjęcia,United States,5.6
Schronisko,Spain/United States,5.7
Ile warte jest ludzkie życie?,United Kingdom/Canada/United States,6.8
Uwodziciel,United Kingdom/Italy/France,5.4
Sam Bahadur,India,7.7
"Dzieciak, który został królem",United Kingdom/United States,6.1
Te ostatnie godziny,Australia,6.6
"Szpieg, który przyszedł z zimnej strefy",United Kingdom,7.5
Wrota zaświatów,United States,5.2
Proza życia,United States,6.5
Ben X,Belgium/Netherlands,7.3
Sandy Wexler,United States,5.2
Księga dżungli,United States/Netherlands,6.1
Ulice strachu 2: Ostatnia odsłona,France/Canada/United States,4.4
Apokalipsa Z: Początek końca,Spain,6.1
Serce i dusze,United States,7.0
Raajneeti,India,7.1
Sing Sing,United States,7.7
Zagadka Kaspara Hausera,Germany,7.7
Lost River,United States,5.7
Nocny strażnik,Denmark,7.2
Mona Lisa,United Kingdom,7.3
Kin. Zabójcza broń,United States/Canada,5.8
Iris,United Kingdom/United States,7.0
Całe życie z wariatami,United States,6.6
Ślepa furia,United States,6.3
Groźne kłamstwa,United States,5.4
Projekt A,Hong Kong,7.2
Queer,Italy/United States,6.4
Calineczka,Ireland/United States/Denmark/United Kingdom/Spain/Canada/Hungary/Poland,6.2
Dotknij nieba,United States,7.3
Motyle,,7.3
Bilal: A New Breed of Hero,United Arab Emirates,7.6
Dziwny napój,Canada/United States,6.6
Książę,United States/United Kingdom,4.6
Pariyerum Perumal,India,8.7
Monos,Colombia/Argentina/Netherlands/Germany/Sweden/Uruguay/United States/Switzerland/Denmark/France/Spain,6.8
Surwiwalista,United Kingdom,6.4
Hababam Sinifi: Tatilde,,8.6
Salon piękności,United States,5.6
Borgman,Netherlands/Belgium/Denmark,6.7
Here. Poza czasem,United States,6.3
Ostatnia stacja,Germany/United Kingdom,6.9
Czarna książeczka,United States,5.3
Iwan Wasiljewicz zmienia zawód,,8.2
Starfish,India/United States,4.4
Granice namiętności,United Kingdom,6.1
Cud w wiosce Sant Anna,Italy/United States,6.1
Dzieci,United Kingdom,5.9
Miłego dnia?,Germany/United States,6.8
Na przepustce,United States,7.3
Istota,United States,6.7
Niewiniątka,United States,7.8
Desperatki,United States,6.9
Mała mama,France,7.4
Szpiedzy,United States,7.1
Wielkie kule ognia,United States,6.3
Bharat Ane Nenu,India,7.4
Dzieci gorszego Boga,United States,7.2
Królowa Katwe,United States,7.4
Narwik,Norway,6.6
Saban Oglu Saban,,8.7
W mroku nocy,United States,7.1
Szaleństwo króla Jerzego,United Kingdom/United States,7.2
Wojna plemników,France/United States,6.4
Mrs. Serial Killer,India,4.0
Wakacje,United States,7.7
Istnienie,Canada/France,5.9
"Kto pierwszy, ten lepszy",United States,5.3
3 from Hell,United States,5.4
Miss Lovely,India,7.4
Zombie Strippers!,United States,4.1
Kawaler,United States,5.1
36 komnata Shaolin,Hong Kong,7.6
Flamin' Hot: Smak sukcesu,United States,6.8
Dolina iluzji,United States,6.4
Weteranka,United States,4.6
Agent z przypadku,Hong Kong,5.8
Recep Ivedik 4,,3.9
Pusher III: jestem aniołem śmierci,Denmark,7.3
Country Strong,United States,6.3
Doberman,France,6.5
Steamboy,Japan,6.8
Prima aprilis,United States,6.1
Come Play,United States/India,5.8
Mokra robota,United States,6.4
Imię,France/Belgium,7.3
Once Upon a Time in Mumbaai,India,7.4
Premalu,India,7.8
Z lasu,Ireland/United Kingdom,5.7
Najdroższa mamusia,United States,6.6
Życzenie śmierci 2,United States,6.0
DogMan,France/United States,6.8
I zapadła ciemność,United States/Argentina/France,5.1
Paryż płonie,United Kingdom/United States,8.2
Seks to nie grzech,United States,6.1
Chocolate,Thailand,6.9
Johnny poszedł na wojnę,United States,7.8
"O Angliku, który wszedł na wzgórze, a zszedł z góry",United Kingdom,6.6
Rurouni Kenshin: Kyoto Inferno,Japan,7.5
Ibiza,United States,5.2
Gdzie leży prawda,Canada,6.4
Mystery Science Theater 3000: The Movie,United States,7.2
Section 375,India,8.1
Człowiek zwany Ciszą,Italy/France,7.7
Hamlet,United Kingdom,7.5
Taxidermia,Hungary/Austria/France,6.8
Zakład,United States,6.3
Jak zostać Baskiem,Spain,6.5
Kryptonim HHhH,France/Belgium/United Kingdom/United States/Germany/Hungary,6.4
Doctor G,India,6.6
Ponniyin Selvan: Part Two,India,7.2
Zola,United States,6.4
W krzywym zwierciadle: Odjazdowe dziewczyny,United States/Mexico,1.7
"Wszędzie, byle nie tu",United States,6.2
W swoim kręgu,United States,6.9
Błękitna stal,United States,5.8
Rządy Supermenów,United States,6.8
Triumf woli,Germany,7.1
Dobry sąsiad,United States,6.3
Jennifer 8,Canada/United States/United Kingdom,6.3
Imitacja życia,United States,7.8
Lootcase,India,7.5
Wielki skok,United States,4.9
The Sea of Trees,United States,6.1
Nieme kino,United States,6.7
Tylko dla dorosłych,United States,6.1
Mission Raniganj: The Great Bharat Rescue,India,7.2
Ying,China/Hong Kong,7.0
Gwałt,France,4.4
Tess,United Kingdom/France,7.3
Nocna suka,United States,5.5
Zarządca Sansho,Japan,8.3
Miłość z przedszkola,Germany/United States,6.5
Kolor purpury,United States,6.8
W krainie karteli,United States,7.3
Ucieczka w kajdanach,United States,7.6
Dni ostatnie,United States,7.0
Nocna zmiana,United States,6.5
F jak fałszerstwo,France/Germany,7.7
Cold Skin,Spain/France,6.0
Sutorenjia: Mukô hadan,Japan,7.7
Woodstock,United States/United Kingdom,8.1
Przygody Ichaboda i Pana Ropucha,United States,6.8
Po prostu chłopak,United States,6.5
Ucieczka w sen,United States,6.3
Krew i złoto,Germany,6.5
Mirai,Japan,7.0
Szansa dla karierowicza,United States,5.8
Mister Roberts,United States,7.6
Klub szczęścia,United States,7.7
Szwajcarska rodzina Robinsonów,United States,7.1
Powrót zła,United States,6.2
Afera poniżej zera,United States/Canada,6.3
The Last: Naruto the Movie,Japan,7.6
Baby Broker,,7.1
Koncert,France/Italy/Romania/Belgium,7.5
"Mała dziewczynka, która mieszka na końcu drogi",France/Canada,7.0
Kurtlar Vadisi: Irak,,5.7
Ta jedyna,United States,6.0
Karwaan,India,7.6
Cincinnati Kid,United States,7.2
Moonwalker,United States,6.1
Fatalna namiętność,United States,6.3
Atlantic City,France/Canada,7.3
Beowulf - Droga do sprawiedliwości,Canada/United Kingdom/Iceland/United States/Australia,5.8
Amerykańska sielanka,Hong Kong/United States,6.1
Mała Italia,Canada/United States,5.7
Maska szatana,Italy,7.1
W pokoju obok,Spain/United States/France,6.8
Zeitgeist: Moving Forward,United States,8.1
The Only Living Boy in New York,United States,6.4
Belle,Japan,7.1
Zabójcza gra,United States/France/Germany/Belgium,5.5
Męska rzecz,United States,5.6
Sekret: Odważ się marzyć,United States,6.5
Doom Generation - Stracone pokolenie,France/United States,6.2
Czas wymierania,Spain/United States/Hungary/France,5.8
Plan Maggie,United States,6.2
Chłopcy z paczki,United States/Canada,6.8
Jana Gana Mana,India,8.3
Magiczny miecz - Legenda Camelotu,United States/France/Luxembourg/Germany/Canada/United Kingdom,6.3
Wyrmwood: Droga do żywych trupów,Australia,6.2
Margaret,United States,6.5
36,France,7.1
Ciekawski George,United States/Germany/France/Philippines/Canada/United Kingdom,6.5
Raj utracony: Zabójstwa dzieci w Robin Hood Hills,United States,8.2
Super Deluxe,India,8.2
Krzyżowy ogień,United States/Hong Kong/Romania,6.1
Hot Girls Wanted,United States,6.1
Zjadacz grzechów,Germany/United States,5.1
Appleseed,Japan,6.9
Magic Mike: Ostatni taniec,United States,5.2
Dochodzenie,Germany/Canada/United States,6.3
Kolory raju,,8.1
Rok smoka,United States,6.8
Gospoda świąteczna,United States,7.3
Diego,United Kingdom,7.7
Band Baaja Baaraat,India,7.2
Zemsta futrzaków,United Kingdom/United States/United Arab Emirates/Germany,3.9
Księga dżungli 2,United States/Australia/France,5.3
Stracone lata,United States,7.6
Recep Ivedik 5,,3.4
Paddington w Peru,United Kingdom/France/Japan/United States,6.7
Brat 2,,7.6
Fateh,India,6.5
D.E.B.S.,United States,5.4
Zebra z klasą,United States,5.2
Wydział Rosja,United States,6.1
Komando 'FOKI',United States,5.5
Hotelowa miłość,United States,5.8
Operacja 'Bekon',United States/Canada,5.9
Udręczeni 2,United States,5.3
Dla Leslie,United States,7.1
Jak w niebie,Sweden,7.5
Miłość na dystans,India,6.7
Respekt - królowa soul,United States/Canada,6.6
Redline,Japan,7.5
Plotka,France,7.0
Timbuktu,France/Mauritania/Qatar,7.1
Maria Callas,Italy/Germany/Chile/United States,6.4
Piżama party,United States,5.3
Storytelling,United States,6.8
Message from the King,United Kingdom/France/Belgium/United States,6.4
Furia: Carrie 2,United States,4.8
Kobieta w oknie,United States,7.6
Kyûketsuki hantâ D,Japan,7.0
Alamo,United States,6.8
Boska interwencja,United States,6.5
Wilde. Historia pisarza,United Kingdom/Germany/Japan,6.9
Zaginiony bez śladu,United States,6.3
Restless,United States,6.7
Bunt na Bounty,United States,7.2
Odkupienie,United States,7.6
Trzęsienie ziemi,United States,5.9
Angrezi Medium,India,7.2
Gangaajal,India,7.8
Kłopotliwy człowiek,Norway/Iceland,7.2
Kaminey,India,7.4
Bogowie muszą być szaleni II,South Africa/Botswana/United States,6.8
Krew jak czekolada,United Kingdom/Germany/Romania/United States,5.3
Don't Think Twice,United States,6.7
Syn,United Kingdom/France,6.5
Zniewaga,France/Cyprus/Belgium/Lebanon/United States,7.6
Ostatnie wejście smoka,United States,6.8
The Deep House,France/Belgium,5.3
Mission Mangal,India,6.5
Faceci od kuchni,France/Spain,6.6
Roboty śmierci,United States,5.6
Shocker,United States,5.5
Mały Budda,France/Liechtenstein/United Kingdom,6.1
Wino na medal,United States,6.8
Niewidzialny strażnik,Spain/Germany,6.4
Abad va yek rooz,,8.2
Przeznaczenie,Greece,7.7
Oye Lucky! Lucky Oye!,India,7.7
Trzy kobiety,United States,7.7
Bez skrupułów,United States,7.0
Nayak: The Real Hero,India,7.8
Cienie we mgle,United States,6.7
W akcie desperacji,United States,6.1
Przeciąć czas,United States/Canada,5.0
Mary Shelley,United Kingdom/Luxembourg/United States/Ireland/Australia,6.4
Pozory prawdy,United States,5.3
Kill Bill: The Whole Bloody Affair,United States,8.7
Stutz,United States,7.7
Rio Grande,United States,7.0
Łabędzi śpiew,United States,6.8
Latynoski ogier,Mexico/United States,6.0
Czerwona pustynia,Italy/France,7.4
Metallica Through the Never,United States,7.1
Fabryka zła,Germany,7.4
Dziki,United States,6.7
Pusty i głupi gest,United States,6.7
Kobieta w czerwieni,United States,6.0
Zaginiony blues,United States,7.1
Dear Santa,United States,5.4
Zabójczyni,Hong Kong/China,6.3
Shaadi Mein Zaroor Aana,India,7.5
Obóz teatralny,United States,6.9
Bitwa o Ardeny,United States,6.8
Dżentelmeńska umowa,United States,7.2
Rüzgara Birak,,6.2
New Kids Turbo,Netherlands/United States,6.4
Handel,Germany/United States/Mexico,7.3
Lenny,United States,7.5
Bohaterowie z przypadku,United States,5.8
Franklyn,United Kingdom,6.0
Piękna wieś pięknie płonie,,8.6
Stara miłość nie rdzewieje,United States,5.4
Teczka Ipcress,United Kingdom,7.2
Upalne święta,United States,6.2
Małolaty na obozie,United States,3.2
Kim jest Harry Crumb?,United States,5.9
Jakub kłamca,France/Germany/United States,6.5
Mahaan,India,7.7
Narzeczona Re-Animatora,United States,6.2
Przedszkolanka,United States/Israel/United Kingdom/Canada,6.7
Skinamarink,United States,4.7
Szukając Erica,United Kingdom/France/Italy/Belgium/Spain,7.1
Schronienie,United States/United Kingdom,7.1
Rajskie wzgórza,Spain/United States,5.2
Sprawa zamknięta,United States,5.1
Rejs w nieznane,United Kingdom/Italy,3.6
Weselna gorączka,United States,5.6
Border,India,7.9
Aaron Swartz: Sieć jest nasza,United States,8.0
Ram Setu,India,5.3
Uciszyć zło,United Kingdom,4.9
Ta ostatnia noc...,United States,6.3
Mistrz kierownicy ucieka 2,United States,5.3
Przeznaczone do burdelu,United States,7.2
Życzenie śmierci 3,United States,5.8
Babka z zakalcem,United States,6.6
13 Tzameti,France,7.3
Amaran,India,8.2
Made in America,France/United States,5.1
Miś Brigsby,United States/China,7.3
Spree,United States,5.9
Wyższe sfery,United States,6.9
Black Box,United States,6.2
SOS Titanic,United Kingdom,7.9
Zakręcony,United States,6.0
Nowość,United States,6.3
Kochany chrabąszcz,United States,6.5
Jaskinia zapomnianych snów,Canada/United States/France/Germany/United Kingdom,7.4
Perfekcyjne połączenie,United States,6.1
Eksperyment SS,United Kingdom,5.8
Spontaniczni,United States,6.5
Zawodowiec,France,7.4
Twarz w tłumie,United States,8.2
"Wujek Boonmee, który potrafi przywołać swoje poprzednie wcielenia",Thailand/United Kingdom/France/Germany/Spain/Netherlands,6.7
Wrota niebios,United States,6.7
Paranormal Activity: Next of Kin,United States,5.3
Bizim Hikaye,,5.4
Niepoprawny Trinity,Italy,7.2
Klucz Sary,France,7.5
Prawie jak matka,Brazil,7.8
"Powiedz mi, kim jestem",United Kingdom,7.6
Plan ucieczki 3,United States,4.4
Podrywacze,India,6.8
Księgarnia z marzeniami,United Kingdom/Spain/Germany/France,6.5
Epoka lodowcowa: Przygody dzikiego Bucka,Canada/United States,4.3
Wyjść na prostą,United States,6.7
Klub imperatora,United States,6.9
Sala samobójców. Hejter,Poland,7.1
Pojedynek w Corralu O.K.,United States,7.1
"Męski, żeński",France/Sweden,7.4
Prawdziwe wspomnienia,United Kingdom/United States/Canada,6.1
Teściowie,United States/Germany/Canada,5.7
Będziemy bohaterami,United States,4.7
Lew pustyni,Libya/United States,8.2
Wysokie obcasy,Spain/France,7.0
Ghilli,India,8.2
Pocałunek kobiety pająka,Brazil/United States,7.3
Diabelskie nasienie,United States,4.2
Czarnoksiężnik z krainy Oz,United States,5.6
Wyścig Armatniej Kuli II,Hong Kong/United States,5.1
Lucas,United States,6.9
Środki nadzwyczajne,United States,6.4
Paragraf 44,United States,4.6
Lawirant,United States,6.8
Pocałunek księżniczki,United States,5.6
Pozostać żywym,United States,4.8
Opętana,,7.2
Słowo,Denmark,8.2
Ogrodnik,India,7.4
Trees Lounge,United States,7.1
Shahid,India,8.2
Marmaduke - pies na fali,United States,4.3
Kamienne pięści,Panama/United States,6.6
Mój brat Kain,United States,6.1
Dziedziczka,United States,8.1
Sparowani,United States,6.6
Torbaaz,India,5.1
"Nagle, ostatniego lata",United States/United Kingdom,7.5
Furia,United States/Israel,6.3
Przebłysk geniuszu,Canada/United States,7.0
Frantz,France/Germany,7.5
Office Uprising,United States,5.7
Freejack,United States,5.4
Zamek,Australia,7.6
Samodzielność,United States,6.0
Lęk,Ireland/United Kingdom/Denmark,4.6
Na rozkaz serca,United States,6.8
Atalanta,France,7.7
Death Note: Ostatnie imię,Japan/United States,7.2
Siedem dni w maju,United States,7.8
Bandyci,United States,5.9
Siódmy kontynent,Austria,7.6
"Batman: The Long Halloween, Part Two",United States,7.2
Stalingrad,,5.7
Być jak Flynn,United States,6.4
Megan Is Missing,United States,4.6
Iqbal,India,8.1
Plan prawie doskonały,United States,6.0
The Last Stop in Yuma County,United States,6.9
Berberian Sound Studio,United Kingdom/Germany,6.2
Delikatna,Spain/United Kingdom,6.0
Parkland,United States,6.4
W krainie pieniądza,Canada,6.2
Meari to majo no hana,Japan,6.8
Plotka,United States,5.9
Nie słuchaj ich,Spain,6.1
Kibar Feyzo,,8.6
Justin Bieber: Believe,United States,1.6
Europa Europa,Germany/France/Poland,7.5
Upadek Grace,United States,5.9
Clifford. Wielki czerwony pies,United States/Canada/United Kingdom,5.9
Moja piękna pralnia,United Kingdom,6.8
Agent Sai Srinivasa Athreya,India,8.3
Race 2,India,5.4
W cieniu jupiterów,United States,6.8
Księga wizji,Italy/United Kingdom/Belgium,7.5
W ciszy,United States,6.1
Czarownice,Sweden/Denmark,7.6
Polaroid,Norway/United States,5.2
Dziewczyny i chłopaki,United States,5.4
Theeran Adhigaaram Ondru,India,8.2
Akademia tajemniczych sztuk pięknych,United States,6.3
Duże złe wilki,Israel,6.8
"Oh, Boy!",Germany,7.3
Nic do ukrycia,France/Belgium,6.8
Trolle 3,United States/United Kingdom,6.0
Cienie pod powiekami,Denmark/Belgium,7.3
"Miasteczko, które bało się zmierzchu",United States,5.6
Cheung gong 7 hou,Hong Kong/China,6.4
American Heist. Skok życia,Canada/Luxembourg/United States,5.0
Niegrzeczni chłopcy,United States,7.2
Piękny drań,Ireland,7.0
Przypadkowy turysta,United States,6.7
Nieczyste zagranie,United States,6.8
Hungama,India,7.6
Sarkar,India,7.6
Przyjęcie weselne,United States,7.6
Siedem dni,United Kingdom/United States/France/Malta,5.9
Na wzgórzach Hollywood,United States,6.4
Informers,United States/Germany,4.9
Widmo wolności,France/Italy,7.7
Syberia,Canada/United States/Germany,4.3
Pobierzmy się,India,6.7
Ikimizin Yerine,,6.2
Katyń,Poland,7.0
Chyba kocham swoją żonę,India/United States,5.5
Nasza młodsza siostra,Japan/France,7.6
Szalona noc,United States,6.1
Gotti,Canada/United States/United Kingdom,4.8
Entergalactic,United Kingdom/Canada/United States,7.3
Ajab Prem Ki Ghazab Kahani,India,6.4
Dzieci swingu,United States,6.8
